# z gammaA
3.113483892899563216e+03 0.000000000000000000e+00
3.156818585682211051e+03 0.000000000000000000e+00
3.200756427754568904e+03 0.000000000000000000e+00
3.245305813985585246e+03 0.000000000000000000e+00
3.290475256087240723e+03 0.000000000000000000e+00
3.336273384240924770e+03 0.000000000000000000e+00
3.382708948746228543e+03 0.000000000000000000e+00
3.429790821692908594e+03 0.000000000000000000e+00
3.477527998655898045e+03 0.000000000000000000e+00
3.525929600414120614e+03 0.000000000000000000e+00
3.575004874693087004e+03 0.000000000000000000e+00
3.624763197931743434e+03 0.000000000000000000e+00
3.675214077074058423e+03 0.000000000000000000e+00
3.726367151385324178e+03 0.000000000000000000e+00
3.778232194293976590e+03 0.000000000000000000e+00
3.830819115258809688e+03 0.000000000000000000e+00
3.884137961662422640e+03 0.000000000000000000e+00
3.938198920730772898e+03 0.000000000000000000e+00
3.993012321479697221e+03 0.000000000000000000e+00
4.048588636688269162e+03 0.000000000000000000e+00
4.104938484899886134e+03 0.000000000000000000e+00
4.162072632450939636e+03 0.000000000000000000e+00
4.220001995527990402e+03 0.000000000000000000e+00
4.278737642253307058e+03 0.000000000000000000e+00
4.338290794799704599e+03 0.000000000000000000e+00
4.398672831534539000e+03 0.000000000000000000e+00
4.459895289193830649e+03 0.000000000000000000e+00
4.521969865086352002e+03 0.000000000000000000e+00
4.584908419328690798e+03 0.000000000000000000e+00
4.648722977111127875e+03 0.000000000000000000e+00
4.713425730995342747e+03 0.000000000000000000e+00
4.779029043243805063e+03 0.000000000000000000e+00
4.845545448181893335e+03 0.000000000000000000e+00
4.912987654592572653e+03 0.000000000000000000e+00
4.981368548144726446e+03 0.000000000000000000e+00
5.050701193854963094e+03 0.000000000000000000e+00
5.120998838584007899e+03 0.000000000000000000e+00
5.192274913567520343e+03 0.000000000000000000e+00
5.264543036982461672e+03 0.000000000000000000e+00
5.337817016548848187e+03 0.000000000000000000e+00
5.412110852168057136e+03 0.000000000000000000e+00
5.487438738597509655e+03 0.000000000000000000e+00
5.563815068162929492e+03 0.000000000000000000e+00
5.641254433507998328e+03 0.000000000000000000e+00
5.719771630382639160e+03 0.000000000000000000e+00
5.799381660469748567e+03 0.000000000000000000e+00
5.880099734251633890e+03 0.000000000000000000e+00
5.961941273915981583e+03 0.000000000000000000e+00
6.044921916302645513e+03 0.000000000000000000e+00
6.129057515891066032e+03 0.000000000000000000e+00
6.214364147829657668e+03 0.000000000000000000e+00
6.300858111006973559e+03 0.000000000000000000e+00
6.388555931166003575e+03 0.000000000000000000e+00
6.477474364061422420e+03 0.000000000000000000e+00
6.567630398661192885e+03 0.000000000000000000e+00
6.659041260392301410e+03 0.000000000000000000e+00
6.751724414432111189e+03 0.000000000000000000e+00
6.845697569045078126e+03 0.000000000000000000e+00
6.940978678966326697e+03 0.000000000000000000e+00
7.037585948832044778e+03 0.000000000000000000e+00
7.135537836657616936e+03 0.000000000000000000e+00
7.234853057364459346e+03 0.000000000000000000e+00
7.335550586355501764e+03 0.000000000000000000e+00
7.437649663140910889e+03 0.000000000000000000e+00
7.541169795013800467e+03 0.000000000000000000e+00
7.646130760777578871e+03 0.000000000000000000e+00
7.752552614524692217e+03 0.000000000000000000e+00
7.860455689468455603e+03 0.000000000000000000e+00
7.969860601827711434e+03 0.000000000000000000e+00
8.080788254766070168e+03 0.000000000000000000e+00
8.193259842385459706e+03 0.000000000000000000e+00
8.307296853775784257e+03 0.000000000000000000e+00
8.422921077120414338e+03 0.000000000000000000e+00
8.540154603859355120e+03 0.000000000000000000e+00
8.659019832909823890e+03 0.000000000000000000e+00
8.779539474946110204e+03 0.000000000000000000e+00
8.901736556738458603e+03 0.000000000000000000e+00
9.025634425552894754e+03 0.000000000000000000e+00
9.151256753611722161e+03 0.000000000000000000e+00
9.278627542616697610e+03 0.000000000000000000e+00
9.407771128334537934e+03 0.000000000000000000e+00
9.538712185246886293e+03 0.000000000000000000e+00
9.671475731264365095e+03 0.000000000000000000e+00
9.806087132506869239e+03 0.000000000000000000e+00
9.942572108149761334e+03 0.000000000000000000e+00
1.008095673533816080e+04 0.000000000000000000e+00
1.022126745416897938e+04 0.000000000000000000e+00
1.036353107274295871e+04 0.000000000000000000e+00
1.050777477228635507e+04 0.000000000000000000e+00
1.065402611234458891e+04 0.000000000000000000e+00
1.080231303604749519e+04 0.000000000000000000e+00
1.095266387544854842e+04 0.000000000000000000e+00
1.110510735693770766e+04 0.000000000000000000e+00
1.125967260673029341e+04 0.000000000000000000e+00
1.141638915643156724e+04 0.000000000000000000e+00
1.157528694867946069e+04 0.000000000000000000e+00
1.173639634286512228e+04 0.000000000000000000e+00
1.189974812093384026e+04 0.000000000000000000e+00
1.206537349326591357e+04 0.000000000000000000e+00
1.223330410464018860e+04 0.000000000000000000e+00
1.240357204027978150e+04 0.000000000000000000e+00
1.257620983198275644e+04 0.000000000000000000e+00
1.275125046433733223e+04 0.000000000000000000e+00
1.292872738102439871e+04 0.000000000000000000e+00
1.310867449120692800e+04 0.000000000000000000e+00
1.329112617600912199e+04 0.000000000000000000e+00
1.347611729508517783e+04 0.000000000000000000e+00
1.366368319327950303e+04 0.000000000000000000e+00
1.385385970738016476e+04 0.000000000000000000e+00
1.404668317296550958e+04 0.000000000000000000e+00
1.424219043134697677e+04 0.000000000000000000e+00
1.444041883660762687e+04 0.000000000000000000e+00
1.464140626273957241e+04 0.000000000000000000e+00
1.484519111087979581e+04 0.000000000000000000e+00
1.505181231664764164e+04 0.000000000000000000e+00
1.526130935758346459e+04 0.000000000000000000e+00
1.547372226069179669e+04 0.000000000000000000e+00
1.568909161008850242e+04 0.000000000000000000e+00
1.590745855475537610e+04 0.000000000000000000e+00
1.612886481640166312e+04 0.000000000000000000e+00
1.635335269743602112e+04 0.000000000000000000e+00
1.658096508904839357e+04 0.000000000000000000e+00
1.681174547940543198e+04 0.000000000000000000e+00
1.704573796195892646e+04 0.000000000000000000e+00
1.728298724387093171e+04 0.000000000000000000e+00
1.752353865455507548e+04 0.000000000000000000e+00
1.776743815433786949e+04 0.000000000000000000e+00
1.801473234323944052e+04 0.000000000000000000e+00
1.826546846987759272e+04 0.000000000000000000e+00
1.851969444049467711e+04 0.000000000000000000e+00
1.877745882811125921e+04 0.000000000000000000e+00
1.903881088180599545e+04 0.000000000000000000e+00
1.930380053612588381e+04 0.000000000000000000e+00
1.957247842062627024e+04 0.000000000000000000e+00
1.984489586954486731e+04 0.000000000000000000e+00
2.012110493160917031e+04 0.000000000000000000e+00
2.040115837998165443e+04 0.000000000000000000e+00
2.068510972234207657e+04 0.000000000000000000e+00
2.097301321111145808e+04 0.000000000000000000e+00
2.126492385381699933e+04 0.000000000000000000e+00
2.156089742360263335e+04 0.000000000000000000e+00
2.186099046988449118e+04 0.000000000000000000e+00
2.216526032915605538e+04 0.000000000000000000e+00
2.247376513594231437e+04 0.000000000000000000e+00
2.278656383390778501e+04 0.000000000000000000e+00
2.310371618711770861e+04 0.000000000000000000e+00
2.342528279145746274e+04 0.000000000000000000e+00
2.375132508620939552e+04 0.000000000000000000e+00
2.408190536579232503e+04 0.000000000000000000e+00
2.441708679166288493e+04 0.000000000000000000e+00
2.475693340438409359e+04 0.000000000000000000e+00
2.510151013586029876e+04 0.000000000000000000e+00
2.545088282174402048e+04 0.000000000000000000e+00
2.580511821401386624e+04 0.000000000000000000e+00
2.616428399372902641e+04 0.000000000000000000e+00
2.652844878396029526e+04 0.000000000000000000e+00
2.689768216290100827e+04 0.000000000000000000e+00
2.727205467716158455e+04 0.000000000000000000e+00
2.765163785524746709e+04 0.000000000000000000e+00
2.803650422122639793e+04 0.000000000000000000e+00
2.842672730858414798e+04 0.000000000000000000e+00
2.882238167427491499e+04 0.000000000000000000e+00
2.922354291296542942e+04 0.000000000000000000e+00
2.963028767147917824e+04 0.000000000000000000e+00
3.004269366343979709e+04 0.000000000000000000e+00
3.046083968412016111e+04 0.000000000000000000e+00
3.088480562549624665e+04 0.000000000000000000e+00
3.131467249151245414e+04 0.000000000000000000e+00
3.175052241355741717e+04 0.000000000000000000e+00
3.219243866615724255e+04 0.000000000000000000e+00
3.264050568288510112e+04 0.000000000000000000e+00
3.309480907249435404e+04 0.000000000000000000e+00
3.355543563527413062e+04 0.000000000000000000e+00
3.402247337963461177e+04 0.000000000000000000e+00
3.449601153892112052e+04 0.000000000000000000e+00
3.497614058846428816e+04 0.000000000000000000e+00
3.546295226286540856e+04 0.000000000000000000e+00
3.595653957352459111e+04 0.000000000000000000e+00
3.645699682641059189e+04 0.000000000000000000e+00
3.696441964008031937e+04 0.000000000000000000e+00
3.747890496394673391e+04 0.000000000000000000e+00
3.800055109680343594e+04 0.000000000000000000e+00
3.852945770560467645e+04 0.000000000000000000e+00
3.906572584450917930e+04 0.000000000000000000e+00
3.960945797418654547e+04 0.000000000000000000e+00
4.016075798139488325e+04 0.000000000000000000e+00
4.071973119882840547e+04 0.000000000000000000e+00
4.128648442524381244e+04 0.000000000000000000e+00
4.186112594586423074e+04 0.000000000000000000e+00
4.244376555306975933e+04 0.000000000000000000e+00
4.303451456737333501e+04 0.000000000000000000e+00
4.363348585869122326e+04 0.000000000000000000e+00
4.424079386790687568e+04 0.000000000000000000e+00
4.485655462873765646e+04 0.000000000000000000e+00
4.548088578990307724e+04 0.000000000000000000e+00
4.611390663760454481e+04 0.000000000000000000e+00
4.675573811831494095e+04 0.000000000000000000e+00
4.740650286188848258e+04 0.000000000000000000e+00
4.806632520498910162e+04 0.000000000000000000e+00
4.873533121484812000e+04 0.000000000000000000e+00
4.941364871334931377e+04 0.000000000000000000e+00
5.010140730145252019e+04 0.000000000000000000e+00
5.079873838395385246e+04 0.000000000000000000e+00
5.150577519459365431e+04 0.000000000000000000e+00
5.222265282151183783e+04 0.000000000000000000e+00
5.294950823305753875e+04 0.000000000000000000e+00
5.368648030396005925e+04 0.000000000000000000e+00
5.443370984186091664e+04 0.000000000000000000e+00
5.519133961421861022e+04 0.000000000000000000e+00
5.595951437558436010e+04 0.000000000000000000e+00
5.673838089526104886e+04 0.000000000000000000e+00
5.752808798534348898e+04 0.000000000000000000e+00
5.832878652915266866e+04 0.000000000000000000e+00
5.914062951006198273e+04 0.000000000000000000e+00
5.996377204072855238e+04 0.000000000000000000e+00
6.079837139272742934e+04 0.000000000000000000e+00
6.164458702660229028e+04 0.000000000000000000e+00
6.250258062233032251e+04 0.000000000000000000e+00
6.337251611021522695e+04 0.000000000000000000e+00
6.425455970220606832e+04 0.000000000000000000e+00
6.514887992365621903e+04 0.000000000000000000e+00
6.605564764552010456e+04 0.000000000000000000e+00
6.697503611700232432e+04 0.000000000000000000e+00
6.790722099865695054e+04 0.000000000000000000e+00
6.885238039595179725e+04 0.000000000000000000e+00
6.981069489329548378e+04 0.000000000000000000e+00
7.078234758854252868e+04 0.000000000000000000e+00
7.176752412797424768e+04 0.000000000000000000e+00
7.276641274177102605e+04 0.000000000000000000e+00
7.377920427997371007e+04 0.000000000000000000e+00
7.480609224895028456e+04 0.000000000000000000e+00
7.584727284836514445e+04 0.000000000000000000e+00
7.690294500866805902e+04 0.000000000000000000e+00
7.797331042909967073e+04 0.000000000000000000e+00
7.905857361623126781e+04 0.000000000000000000e+00
8.015894192303567252e+04 0.000000000000000000e+00
8.127462558850724599e+04 0.000000000000000000e+00
8.240583777782793914e+04 0.000000000000000000e+00
8.355279462309789960e+04 0.000000000000000000e+00
8.471571526462740439e+04 0.000000000000000000e+00
8.589482189280912280e+04 0.000000000000000000e+00
8.709033979056755197e+04 0.000000000000000000e+00
8.830249737640492094e+04 0.000000000000000000e+00
8.953152624804052175e+04 0.000000000000000000e+00
9.077766122666318552e+04 0.000000000000000000e+00
9.204114040179392032e+04 0.000000000000000000e+00
9.332220517677874886e+04 0.000000000000000000e+00
9.462110031490889378e+04 0.000000000000000000e+00
9.593807398618877050e+04 0.000000000000000000e+00
9.727337781474893563e+04 0.000000000000000000e+00
9.862726692692509096e+04 0.000000000000000000e+00
1.000000000000000000e+05 0.000000000000000000e+00
